"claim_id","source_path","source_lines","section","atomic_claim","claim_class","domain","stated_maturity_or_target_version","normativity","expected_evidence","corroborating_or_related_sources","potential_conflict_or_drift","review_risk","initial_notes"
"CQL-WP-ABE27B509FFE","WHITEPAPER.md","2651","Appendix A: Technical Glossary","ContextQL includes an LSP server implemented with pygls at contextql/lsp/server.py. *(Section 38.1)","maturity-status","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","implementation artifact plus executable acceptance test or release record","docs/LANGUAGE_SERVER_SPEC.md:24-158; README.md:318-326","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-EF3971A0F233","WHITEPAPER.md","2651","Appendix A: Technical Glossary","LSP (Language Server Protocol) -- A standardized protocol for communication between a code editor and a language server that provides features like auto-completion, diagnostics, and go-to-definition.","interface-contract","developer-platform","architecture claim; maturity not stated locally","descriptive assertion","public interface implementation, protocol/API tests, and user-facing example","SPEC.md:528-551; DECISIONS.md:945-955; docs/LANGUAGE_SERVER_SPEC.md:24-158; README.md:318-326","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-4C6C9886EEAE","WHITEPAPER.md","2653","Appendix A: Technical Glossary","ContextQL's context materialization is analogous: the entity set and scores are computed once and cached in bitmap/Arrow form, then served from cache until staleness triggers a refresh. *(Section 19.1)","behavior-semantics","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","SPEC.md:246-261; DECISIONS.md:53-80,604-645; SPEC.md:132-138; DECISIONS.md:110-123; SPEC.md:306-325; DECISIONS.md:1107-1403; docs/architecture/BITMAP_CONTEXT_STORAGE.md","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-998B28F5AB59","WHITEPAPER.md","2653","Appendix A: Technical Glossary","Materialized view -- A database object that stores the precomputed result of a query.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-14C20B680DC6","WHITEPAPER.md","2655","Appendix A: Technical Glossary","An MCP provider returns entity membership sets with optional scores (e.g., a fraud detection model returning invoice IDs and risk scores).","behavior-semantics","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:246-261; DECISIONS.md:53-80,604-645; SPEC.md:306-325; DECISIONS.md:1107-1403; docs/architecture/BITMAP_CONTEXT_STORAGE.md; SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-568F2A9A13D7","WHITEPAPER.md","2655","Appendix A: Technical Glossary","MCP (Model Context Protocol) -- In ContextQL, the federated protocol for external context providers.","design-claim","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-89A99589A629","WHITEPAPER.md","2655","Appendix A: Technical Glossary","MCP providers participate in context algebra like any local context. *(Section 22.1)","design-claim","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-A608F1F3F3E1","WHITEPAPER.md","2657","Appendix A: Technical Glossary","Micro-batch -- A processing model that buffers incoming changes and processes them in small, frequent batches rather than one-at-a-time (streaming) or in large infrequent batches.","design-claim","process-intelligence","architecture claim; maturity not stated locally","descriptive assertion","function/DDL implementation and event-log conformance fixtures","","Whitepaper status defers streaming integration to v2; DECISIONS.md:431-439 also marks it deferred.","high","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-DF1416B35A07","WHITEPAPER.md","2657","Appendix A: Technical Glossary","ContextQL v1 uses micro-batch processing (default interval: 1 second) for near-real-time context updates. *(Section 21.3)","behavior-semantics","process-intelligence","v1 target or contract","descriptive assertion","function/DDL implementation and event-log conformance fixtures","","Whitepaper status defers streaming integration to v2; DECISIONS.md:431-439 also marks it deferred.","high","Direct declarative extraction from the whitepaper."
"CQL-WP-96B6600D0846","WHITEPAPER.md","2659","Appendix A: Technical Glossary","MVCC (Multi-Version Concurrency Control) -- A technique where multiple versions of data coexist, allowing readers to see a consistent snapshot while writers create new versions.","design-claim","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","SPEC.md:306-325; DECISIONS.md:1107-1403; docs/architecture/BITMAP_CONTEXT_STORAGE.md","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-E3B0E29DFBD2","WHITEPAPER.md","2659","Appendix A: Technical Glossary","In ContextQL, MVCC ensures that context refreshes do not disrupt in-flight queries: a query continues reading the old bitmap version while a new version is being written. *(Section 18.3)","design-claim","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","SPEC.md:306-325; DECISIONS.md:1107-1403; docs/architecture/BITMAP_CONTEXT_STORAGE.md","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-077388595E1A","WHITEPAPER.md","2661","Appendix A: Technical Glossary","In ContextQL, the PATH_CONTAINS function compiles activity patterns into an NFA, where each pattern element becomes a state and transitions represent sequential activities, enabling efficient matching against process traces. *(Section 13.4)","design-claim","process-intelligence","architecture claim; maturity not stated locally","descriptive assertion","function/DDL implementation and event-log conformance fixtures","","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
